,user_id,item_id,reviewText,unixReviewTime,rating,text_clean
81,31,78,"Such a cute game! My 7 year old, 16 year old, and I all enjoyed it in equal measure!  I highly recommend it! It's adorable and simple and very enjoyable!",1515715200,5,cute game 7 year old 16 year old enjoy equal measur highli recommend ador simpl enjoy
82,30,79,I have bought this box for myself and I am very pleased with the color quality and how it is possible to blend the colors in an easy way.,1515715200,5,bought box plea color qualiti possibl blend color easi way
83,30,80,It is a very cute game. My students love the little cats figurines and it is easy and fun to play.,1515715200,5,cute game student love littl cat figurin easi fun play
84,16,81,"The packaging was great, and my daughter just LOVES her figures. Goes well with the school bus.",1515715200,5,packag great daughter love figur goe well school bu
85,3,82,"We've had this 6 months and it is the coolest.  I got it for my (big) 2 year old's birthday.  My parents were concerned that he wasn't able to pick things up with the arm - well he is two.  But it is so fun to drive around, store things in the seat, and it will pick things up if you have the dexterity.  Nothing has broken yet (knock on wood) and he cruises it around the house with his construction vest on like he's the king of the world.  I like most of the sounds it makes and the lights around the steering wheel.  It's a really fabulous toy.",1515715200,5,weve 6 month coolest got big 2 year old birthday parent concern wasnt abl pick thing arm well two fun drive around store thing seat pick thing dexter noth broken yet knock wood cruis around hous construct vest like he king world like sound make light around steer wheel realli fabul toy
86,42,83,gave it as a gift,1515715200,5,gave gift
87,8,84,"Not as good of quality as the ones in the old days, but kids enjoy them.",1515715200,4,good qualiti one old day kid enjoy
88,43,85,"This is the perfect little set for a 2 year old. It's not too big and overwhelming like most sets, 2 place settings is perfect to play with. The 'pots and pans' are the perfect size for her to pretend play in her kitchen and hold up to being washed and taken everywhere. She loves the salt & pepper shakers and the timer too, her soup is done when the timer goes ding she says. Great quality for the price, I'd definitely buy this again.",1515715200,5,perfect littl set 2 year old big overwhelm like set 2 place set perfect play pot pan perfect size pretend play kitchen hold wash taken everywher love salt pepper shaker timer soup done timer goe ding say great qualiti price id definit buy
89,3,86,These are much sturdier than the last ones I bought on Amazon.  Very functional and fun.,1515715200,5,much sturdier last one bought amazon function fun
90,44,87,"Great size.
Easy to use and adorable.",1515715200,5,great size easi use ador
91,43,88,"My daughter absolutely loves this tea set! This has made her bath time fun again, she's been hating taking baths lately. She can play with this in the bath and pretend to have tea and watch the water fall like a shower through the cups. The quality is good and the paint is holding up, I was worried it would start to wear off after so many baths but it hasn't yet. Highly recommend.",1515715200,5,daughter absolut love tea set made bath time fun she hate take bath late play bath pretend tea watch water fall like shower cup qualiti good paint hold worri would start wear mani bath hasnt yet highli recommend
92,41,89,perfect gift for a 4year old to enjoy and great for carry around themselves.,1515715200,5,perfect gift 4year old enjoy great carri around
93,38,90,Great doll,1515715200,5,great doll
94,45,91,These are great cards and for a good price! Cards are on thicker stock And coated so if they get wet they are safe.,1515715200,5,great card good price card thicker stock coat get wet safe
95,38,92,A favorite doll,1515715200,5,favorit doll
96,44,92,"She's so cool.
Purchased for my daughter, it's beautifully made.",1515715200,5,she cool purchas daughter beauti made
97,46,93,As expected,1515715200,4,expect
98,39,94,Our boys love it and easy to move in and outside,1515715200,5,boy love easi move outsid
99,47,95,Awesome toys,1515715200,5,awesom toy
100,48,96,This is a perfect toy to clip to the diaper bag for when we are out of the house.,1515715200,5,perfect toy clip diaper bag hous
101,9,97,A nicely crafted game with hard to easy questions... good for a Star Wars night or even movie marathon.,1515715200,5,nice craft game hard easi question good star war night even movi marathon
102,49,98,Kids love em,1515715200,5,kid love em
103,2,99,Great game.,1515715200,5,great game
104,44,100,Adorable.,1515715200,5,ador
105,27,101,Great classic game.,1515715200,5,great classic game
106,50,102,"These little dolls are so darn cute. This is a wee version of the bigger Baby Stella, just as it says, and is about the right size for a one-year-old. My daughter has twins, so one got the ""blond"" and one the ""brunette"". At the moment they're mainly interested in lugging their Stellas around by an appendage and running over them with a doll stroller, but eventually we should see a slightly more maternal instinct come to the fore. Since neither child used a pacifier, I tossed that and bought a little feeding kit that comes with a magnetic fabric bottle which is a bit more familiar to them. The girls do love looking at and touching little Stella's face even when she's being manhandled (babyhandled?) all over the room. And grandma definitely thinks Stella's got the goods.",1515715200,5,littl doll darn cute wee version bigger babi stella say right size oneyearold daughter twin one got blond one brunett moment theyr mainli interest lug stella around appendag run doll stroller eventu see slightli matern instinct come fore sinc neither child use pacifi toss bought littl feed kit come magnet fabric bottl bit familiar girl love look touch littl stella face even she manhandl babyhandl room grandma definit think stella got good
107,11,103,Wprked for awhile them no suction,1515715200,1,wprked awhil suction
108,25,104,"Great....easy & quick assembly.
And, it converts easily from one mode to the other: sitting or standing",1515715200,5,greateasi quick assembl convert easili one mode sit stand
109,2,105,This game is super simple with great strategy.,1515715200,5,game super simpl great strategi
110,51,106,good quality and my kids like it.,1515715200,5,good qualiti kid like
111,52,107,I remember this fidget toy from when I was a child.  I remembered the ball to fit in my child-size hand and easy to play with one handed.... This on is a little on the large size and the balls are not to easy to move around.  Not the best fidget toy out there...  I am disappointed.,1515715200,2,rememb fidget toy child rememb ball fit childsiz hand easi play one hand littl larg size ball easi move around best fidget toy disappoint
112,20,108,Thank you,1515715200,5,thank
113,53,109,Kids love it,1515715200,5,kid love
114,20,110,"Liked it, thank you",1515715200,5,like thank
115,7,111,Precious little slippers any girl will love!,1515715200,5,preciou littl slipper girl love
116,49,112,Nice.  Assembly instructions are just OK - LOOK VERY CLOSELY AT THE PICTURES WHEN YOU DO THE LEGS.,1515715200,5,nice assembl instruct ok look close pictur leg
117,26,113,My toddler loves it!,1515715200,5,toddler love
118,54,114,"Must have for slash owners. Especially if you are upgrading with integy or other alloy parts manufacturers. 4 stars because they do leave out some critical hardware, but still worth the money",1515715200,4,must slash owner especi upgrad integi alloy part manufactur 4 star leav critic hardwar still worth money
119,32,55,As advertised and very useful A+,1515715200,5,advertis use
120,4,115,"My daughter loves it, she always making a sandwich!",1515715200,5,daughter love alway make sandwich
121,55,115,My son loves this! We already had the pizza set so I knew it'd be a big hit!,1515715200,5,son love alreadi pizza set knew itd big hit
122,55,116,"My son loves these! They are on the small side but we only play with them in the tub so it's perfect! I bought these when my son was 2 years old. It made learning and talking about sea creatures tons of fun and interesting.
I loved this set so much I bought a little different set from this company for a family member!
The detail is pretty good especially considering the size. You get a lot of animals and little kids love it!",1515715200,5,son love small side play tub perfect bought son 2 year old made learn talk sea creatur ton fun interest love set much bought littl differ set compani famili member detail pretti good especi consid size get lot anim littl kid love
123,49,117,Good quality.  Kids love it,1515715200,5,good qualiti kid love
124,1,118,"far out, solid, & right on!

good stuffs!",1515715200,5,far solid right good stuff
125,12,119,Perfect for the die-hard Flash Gordon fan!,1515715200,5,perfect diehard flash gordon fan
126,11,120,Was boring for my 2 year old.,1515715200,1,bore 2 year old
127,24,121,ok,1515715200,5,ok
128,0,122,Perfect,1515715200,5,perfect
129,56,123,"This dragon was WAY bigger than I expected.  I bought it for a toy drive so I can't speak to the durability of the toy, but the size was great, the design was adorable and it looks like a lot of fun to play with.  I know that the little MLP fans in my house thought it was awesome!",1515715200,5,dragon way bigger expect bought toy drive cant speak durabl toy size great design ador look like lot fun play know littl mlp fan hous thought awesom
130,36,61,"Get cheap looking and feeling and smaller than normal cards. So misleading by the description and pictures. Beautiful pictures, but in is mislabeled",1515715200,3,get cheap look feel smaller normal card mislead descript pictur beauti pictur mislabel
131,57,124,Purchased for my 2 yr old toddlers. Much smaller than it appears online. Compared the size of the children next to it in the picture and expected it to be larger. Another important problem was that it would fall over just from the force of the child opening the top of the grill. Pretty cheapo!,1515715200,2,purchas 2 yr old toddler much smaller appear onlin compar size child next pictur expect larger anoth import problem would fall forc child open top grill pretti cheapo
132,58,125,"it's a decently cute doll. but it's not washable. I would not recommend for a toddler. Toddlers love to feed their babies and this thing takes longer to clean off than my kid. I am also having to hide her before bathtime! I put it in the washer once and the head and legs collected so much water it took a week for it all to leak out and dry outside. (In all fairness, it says not to do this, but the poor thing got a yogurt bath). I am a big fan of Melissa and Doug products, but this doll needs a redesign.",1515715200,2,decent cute doll washabl would recommend toddler toddler love feed babi thing take longer clean kid also hide bathtim put washer head leg collect much water took week leak dri outsid fair say poor thing got yogurt bath big fan melissa doug product doll need redesign
133,38,126,8 month old loves this toy,1515715200,5,8 month old love toy
134,37,62,Excellent game for even younger kids! Highly recommend!,1515715200,5,excel game even younger kid highli recommend
135,20,127,Thank you,1515715200,5,thank
136,59,128,Kids love it!,1515715200,5,kid love
137,24,49,loved,1515715200,5,love
138,7,129,A necessary addition to any dollys wardrobe!!!,1515715200,5,necessari addit dolli wardrob
139,60,130,My son said that the graphite really helped to get his car moving faster.  He was very happy with my purchase!,1515715200,5,son said graphit realli help get car move faster happi purchas
140,3,131,"The inner hat brim does not stay on well, but we love the vest.  The goggles are good.  It's been a fun costume.",1515715200,4,inner hat brim stay well love vest goggl good fun costum
141,59,132,Cute - nice little set.,1515715200,4,cute nice littl set
142,27,133,Original version.  The newest version has replaced some of the game pieces.,1515715200,5,origin version newest version replac game piec
143,61,134,Thank You!!! She sleeps with it every night!!!,1515715200,5,thank sleep everi night
144,20,50,Thanks,1515715200,5,thank
145,4,58,My daughter love it!!!,1515715200,5,daughter love
146,8,135,These little walkie talkies work well for the price.  Kids loved them.  Funny thing is they were picking up some work trucks in community talking and the kids thought the Power Rangers were talking to them!,1515715200,5,littl walki talki work well price kid love funni thing pick work truck commun talk kid thought power ranger talk
147,57,136,Not happy with this. Gas nozzle will not stay in the holder. No buttons or things to press and play with on the front. Just basically pictures on the front. My grandkids wouldnt even play with it. Bought one for my son back in the 80s. Much more interactive and no problem with the gas nozzle staying in the holder.  He loved it and played with it for years. This one today doesnt even compare.  Just shows how sorry things are made today. Shameful!,1515715200,1,happi ga nozzl stay holder button thing press play front basic pictur front grandkid wouldnt even play bought one son back 80 much interact problem ga nozzl stay holder love play year one today doesnt even compar show sorri thing made today shame
148,62,137,Love the color and sturdiness. My 2 year old grandson puts it through the wringer and stillworks great.,1515715200,5,love color sturdi 2 year old grandson put wringer stillwork great
149,1,138,"far out, solid, & right on!

good stuffs! far out, solid, & right on!

good stuffs!",1515715200,5,far solid right good stuff far solid right good stuff
150,3,139,"The pieces are really too small.  I feel like we've lost more of them.  The dog house is good and the bunny box is good.  The cat ring is a throw away.  I would skip this, if I had a do-over.",1515715200,3,piec realli small feel like weve lost dog hous good bunni box good cat ring throw away would skip doover
151,50,140,"I gave this to my 7-year-old grandson for Christmas, and after we played it a few times, he went around the house begging people to play it with him.  What more could you want from a game?",1515715200,5,gave 7yearold grandson christma play time went around hous beg peopl play could want game
152,20,141,Thanks,1515715200,5,thank
153,63,142,We absolutely love it!!!,1515715200,5,absolut love
154,50,143,"I bought this phone for my one-year-old granddaughter, who was apparently born with a digital gene.  She is drawn to tv commercials for cars, computer screens, and (especially) cell phones of any kind.  I thought this might be a distraction from her mommy's phone and my eyeglasses.  So far, it seems to be working. Sometimes, before her mom notices, she holds it in one hand while eating dinner with her free hand just like a teenager.  When I need a moment free of prying hands, I can always hand her her ""phone"" and suggest that she call someone.  She presses every button on the thing, which gratifies her by lighting up and making a lot of noise. She doesn't necessarily keep at it for long periods, but it's enough of a diversion that it moves her on to things other than the book I'm trying to read.  We both are happy.",1515715200,5,bought phone oneyearold granddaught appar born digit gene drawn tv commerci car comput screen especi cell phone kind thought might distract mommi phone eyeglass far seem work sometim mom notic hold one hand eat dinner free hand like teenag need moment free pri hand alway hand phone suggest call someon press everi button thing gratifi light make lot nois doesnt necessarili keep long period enough diver move thing book im tri read happi
155,18,144,This works really good for the 3 year old next door and the 9 month old is having fun to.,1515715200,5,work realli good 3 year old next door 9 month old fun
156,33,145,Great toy for colors and shapes! They are still too hard for my 23m old to open on his own though even after many uses,1515715200,4,great toy color shape still hard 23m old open though even mani use
157,64,146,good,1515715200,4,good
158,55,147,"We LOVE this! My son just loves to jump and run. So this gives him an outlet to jump in the house and not from my couch.
I would of given it 5 stars but like other reviews the foam hand rail didn't hold up long. My husband used thick pipe foam insulator because it has a better grip on the bar and it was not pool noodle season. He stretched it across the whole bar and it has held up. Every kid loves this when they come over! I found it in sale but I would say it's worth the money sale or no sale.",1515715200,4,love son love jump run give outlet jump hous couch would given 5 star like review foam hand rail didnt hold long husband use thick pipe foam insul better grip bar pool noodl season stretch across whole bar held everi kid love come found sale would say worth money sale sale
159,39,147,Love this for our toddlers. They use this day in and day out. But be careful if you have wild boys as it will tip over if not against a wall,1515715200,5,love toddler use day day care wild boy tip wall
160,11,148,Love this brand have many other products from them. Way better than any other food from store,1515715200,5,love brand mani product way better food store
161,33,149,"my 18m old loves this toy. Great for working on problem solving, matching, and colors",1515715200,5,18m old love toy great work problem solv match color
162,38,150,Great toy. After a year of hard play it is still going strong,1515715200,5,great toy year hard play still go strong
163,13,151,As described.,1515715200,4,describ
164,44,152,Fun.,1515715200,5,fun
165,0,153,"Nice product, but with all the items she received at Christmas, this was not the first thing to gravitate to.  Spent a little time showing the 4 year old how to use and she enjoyed, but did not spend a lot of time with it.  Doll is always first on the gift list",1515715200,4,nice product item receiv christma first thing gravit spent littl time show 4 year old use enjoy spend lot time doll alway first gift list
166,40,154,"Great RC car for toddlers.  My 2 year old loves it. The remote has 2 buttons, one for forward and one for backward so nothing too complicated, great for toddlers.",1515715200,5,great rc car toddler 2 year old love remot 2 button one forward one backward noth complic great toddler
167,8,155,"The balls get stuck in the ""throat"" of the hippos kind of often.  The quality is not as good as it used to be on older models of this game. But overall kids love it.",1515715200,4,ball get stuck throat hippo kind often qualiti good use older model game overal kid love
168,65,156,I was very disappointed with this product. It was very thin and cheaply made. Very uncomfortable for my 2 year old.,1515715200,2,disappoint product thin cheapli made uncomfort 2 year old
169,11,157,Super cute. 3 year old loves it. Will order more from same brand,1515715200,5,super cute 3 year old love order brand
170,8,158,Very well made and works perfect!,1515715200,5,well made work perfect
171,64,158,like,1515715200,4,like
172,24,159,loved,1515715200,5,love
173,49,160,"what to say?  5 stars.  good product,",1515715200,5,say 5 star good product
174,11,161,Love this brand,1515715200,5,love brand
175,66,162,This works EXACTLY as it is described! My grandaughter asks to take a bath everytime she comes to visit so she can play with this toy!! The last time she ACTUALLY asked to take a bath 2x in the same day!  Worth every penny!!,1515801600,5,work exactli describ grandaught ask take bath everytim come visit play toy last time actual ask take bath 2x day worth everi penni
176,67,163,I was hesitant to order because these aren't brand name. Turned out to be better than brand name. The detailing on the wedding dress is amazing and the purple gown is flawless. They fit my daughters dolls nicely and she is thrilled that the wedding dress came with a veil that is actually functional.,1515801600,5,hesit order arent brand name turn better brand name detail wed dress amaz purpl gown flawless fit daughter doll nice thrill wed dress came veil actual function
177,67,164,These are great because its rare to find outfits for Ken and his buddies. One pair of pants doesnt fit very well but everything else fit nicely.,1515801600,4,great rare find outfit ken buddi one pair pant doesnt fit well everyth el fit nice
178,68,165,Our grandson loved this Lego set.  No problems.,1515801600,5,grandson love lego set problem
179,69,166,"My dad is incredibly difficult to buy for if I want to get him something new and interesting that he'll actually enjoy. I got him these puzzles for Christmas, and he seemed very interested in these.

In fact, my husband and I went to Christmas Eve church service (leaving our small children at my parents' house), and when we got back, my mom was a little annoyed that my dad had spent the whole time trying to figure out the cube puzzle while she tried to keep a fussy baby happy. lol. Whoops! At least he liked his present!",1515801600,5,dad incred difficult buy want get someth new interest hell actual enjoy got puzzl christma seem interest fact husband went christma eve church servic leav small child parent hous got back mom littl annoy dad spent whole time tri figur cube puzzl tri keep fussi babi happi lol whoop least like present
180,70,167,"Cute, bigger than I expected",1515801600,5,cute bigger expect
181,71,168,I bought this for my son's birthday I'm a little disappointed with it. It feels kind of cheaply made i think a few times playing in the dirt and it'll break but my son's happy with it,1515801600,4,bought son birthday im littl disappoint feel kind cheapli made think time play dirt itll break son happi
182,72,169,My son loves his train. The edges are curved and easy to play with.,1515801600,5,son love train edg curv easi play
183,73,170,Does not seem to hold my daughter's attention. The buttons are difficult for her to press,1515801600,2,seem hold daughter attent button difficult press
184,74,171,"Beautiful, detailed, sturdy!!",1515801600,5,beauti detail sturdi
185,75,172,"This is a very fun game that my whole family enjoys. It feels a little tricky to learn at first, but once it's learned it's very easy to play. The game goes fairly quickly, so we often play several times in a row.",1515801600,5,fun game whole famili enjoy feel littl tricki learn first learn easi play game goe fairli quickli often play sever time row
186,76,173,Bought these for my 1 year olds bath time. He loves that stick to the walls of the tub and float around. Great colrs and the picture animals are very cute.,1515801600,5,bought 1 year old bath time love stick wall tub float around great colr pictur anim cute
187,77,174,Lots of different ways to put this together which is great for creative minds.,1515801600,5,lot differ way put togeth great creativ mind
188,78,175,My son loves this. He plays with it daily. He loves the whistling sound it makes. Will be ordering another,1515801600,5,son love play daili love whistl sound make order anoth
189,79,176,My grandaughter loved it.,1515801600,5,grandaught love
190,80,177,Fun,1515801600,4,fun
